CONVERSATION ID,CONVERSATION TITLE,FROM,SENDER PROFILE URL,TO,RECIPIENT PROFILE URLS,DATE,SUBJECT,CONTENT,FOLDER
2-ZDU1NTIxOWQtNTI2NS00ZTdkLWIzMDEtMjdhMDZjOTc1NWQ4XzAxMA==,,Neha Rajawat,https://www.linkedin.com/in/neha-rajawat-a86132178,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-14 11:32:44 UTC,,HI,INBOX
2-ZTM4ODI3NzYtMzkyNS00NDA0LWJlMjItNDU3YjJmMDMyZGQ1XzAxMw==,Full Stack Web Development Course with 100% Job Assistance,Harsh Agarwal,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-17 09:11:06 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi RANJAN,</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">My name is Harsh &amp; I head the Coding Ninjas Job Bootcamp Vertical.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">A Full Stack Web Development Course with End to End <strong>Placement Assistance</strong>! Sounds unreal right? But Bingo! Coding Ninjas has made it possible</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><strong>We are offering:</strong></p><p class=""spinmail-quill-editor__spin-break"">- 9 month Online Full Stack Web Development Bootcamp</p><p class=""spinmail-quill-editor__spin-break"">- Faculty from <strong>IIT &amp; Stanford</strong></p><p class=""spinmail-quill-editor__spin-break"">- <strong>Highest CTC : 32 LPA</strong></p><p class=""spinmail-quill-editor__spin-break"">- <strong>Average Salary Hike: 128%</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Book a free 1:1 session with our counselor to know more about our program.</p>",INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2024-02-14 07:35:22 UTC,,Check out this job at Shayonam Consultancy Services: https://www.linkedin.com/jobs/view/3829724920,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2024-01-11 18:51:22 UTC,,,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2023-11-11 04:58:42 UTC,,,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2023-11-02 18:47:50 UTC,,Check out this job at Neodonya: https://www.linkedin.com/jobs/view/3755979532,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2023-09-13 11:02:29 UTC,,Check out this job at 1GEN: https://www.linkedin.com/jobs/view/3711632016,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2023-09-11 04:50:53 UTC,,Check out this job at Tecblic: https://www.linkedin.com/jobs/view/3699601708,INBOX
2-MzkzNDQ4OTktNjVmYS00OTIwLWJmYTYtZWJhYmUyYzJlNzk5XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,CHINMAYA RANJAN SAHU,https://www.linkedin.com/in/chinmaya-ranjan-sahu-984525243,2023-09-10 05:50:35 UTC,,Check out this job at BioSymphony: https://www.linkedin.com/jobs/view/3709736817,INBOX
2-ZWFkOGFlYjctMDlkMC00ODZlLWFkMWQtZGQ4MThkMzY2M2IyXzAxMw==,,Harsh shrivastava,https://www.linkedin.com/in/harsh-shrivastava-764454212,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-08 18:00:57 UTC,,,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-05 12:45:35 UTC,,No worries brother thank you for referring 👍,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-05 12:44:53 UTC,,"Oh, OK",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-05 10:35:01 UTC,,Sorry bro ....she is rejected.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-05 10:34:41 UTC,,Hello ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-05 07:21:49 UTC,,"Oh, OK",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-05 06:48:10 UTC,,Sorry bro..Today I am on leave,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-05 06:42:28 UTC,,Can you please provide me the status of her interview ?,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-05 06:42:13 UTC,,Hello ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-03 04:43:32 UTC,,"Sure, I will",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-03 03:35:30 UTC,,So pls provide me a feedback of her interview whenever you get. And pls try to join her.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-03 03:34:44 UTC,,Hello Ranjan she has given the interview yesterday.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 20:41:42 UTC,,I will,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 20:41:32 UTC,,Sure,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-02 18:26:31 UTC,,Just inform me tomorrow..how her interview gone,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-02 18:24:15 UTC,,"Oh, OK",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 18:05:05 UTC,,If she not came on interview today then she came tommorrow.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 18:03:06 UTC,,Actually the thing is i don't when she came for interview 2 or 3 dat's why i am asking.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-02 17:47:09 UTC,,When her interview scheduled?,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-02-02 17:45:30 UTC,,Yes .. tomorrow is also conducting ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 17:36:08 UTC,,Interview Conducted Today ?,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-02 17:35:56 UTC,,Hello Ranjan,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-27 09:32:03 UTC,,Once again thank you so much ranjan. 👍😇,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-27 09:31:20 UTC,,Okay Sure.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-27 06:13:32 UTC,,She will go at the same date and time as she  selected at time of form filling.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-27 06:10:11 UTC,,Hello Good morning ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-27 03:38:38 UTC,,Now she directly go for walkin interview at 2 nd or 3 rd feb right ??,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-27 03:38:11 UTC,,She filled the Form.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-27 03:37:54 UTC,,Hello Ranjan Good Morning.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-27 03:07:15 UTC,,After form submit let me know. I will inform to HR ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-27 03:03:35 UTC,,Okay ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-26 18:31:56 UTC,,Yes she is available for interview on next Friday Saturday 2nd & 3rd February.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-26 18:31:11 UTC,,Ok i shared the link with her and thank you so much.,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-26 18:13:37 UTC,,Okay,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-26 17:37:20 UTC,,Refference name-Rashmi Ranjan Sahu ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-26 17:35:41 UTC,,https://docs.google.com/forms/d/1Vh0PF7XJStdbaE-9fEES4TfBKWOuv5NXC8Hhya8C7VA/edit,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-26 17:35:36 UTC,,,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-26 17:32:18 UTC,,Is she available for offline interview on this Friday or Saturday ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-26 16:14:23 UTC,,,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-26 16:14:02 UTC,,"OK, great",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-25 17:07:35 UTC,,"Yes, please",INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-25 16:06:18 UTC,,Can i share CV ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-25 16:06:12 UTC,,1 year ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-25 15:16:47 UTC,,How many years of experience?,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-25 13:58:37 UTC,,So can you please refer her ??,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-25 13:58:23 UTC,,So i have one reference. She has a one year of experience in react.js,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,2024-01-25 08:44:23 UTC,,Yes opening for react js ,INBOX
2-NGFiZDhhMWQtNGJkNi00OTRhLTg2ZjgtOGQ2N2NhZTM0ZmE1XzAxMw==,,Mitesh Modha,https://www.linkedin.com/in/modha-mitesh-674802238,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-25 07:30:59 UTC,,Hello Ranjan  Is React.js position is open in your company ?,INBOX
2-ODg1Njk3YTQtM2IyZS00NWVhLWEyZDgtN2I3ODZkNWRlYzMzXzAxMA==,Hands-on developer skills program with assured placements.,Rathinamurthy R,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-02-01 07:39:55 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi RANJAN! I am Rathina, Co-Founder of <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">Crio.Do</a>, and an ex-Product Leader at Flipkart.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Your background as Python Developer at Latitude Technolabs Pvt. Ltd. caught my attention, and I wanted to discuss&nbsp;<a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=inmailn&amp;utm_campaign=fellowship&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">Crio</a>&nbsp;and ways to grow one's career as a software developer.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">With a recent boom in product-based companies, job opportunities for skilled developers have grown over 100% in the last year. Developers with hands-on experience in key tech skills are able to crack these jobs and advance their career. But unfortunately, gaining hands-on experience in the latest tech skills is not easy. Online video courses and tutorials are not effective.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">This is why we launched our <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">Fellowship Program in Software Development</a> <em>(Designed by developers with experience in Google, Cisco, NetApp, and Flipkart)</em></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">In <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">this program</a>, you will build multiple internship-grade projects in an actual developer environment, and learn key Full Stack or Backend skills with real work experience. Thats not all! Throughout your learning journey, you will receive best-in-class support and guidance from experienced Crio mentors.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">The fellowship program</a> also comes with personalised career services and assured referrals to help you transition into a top developer role at an exciting startup or tech giant. In fact, developers from <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">Crio</a> have gone on to start successful careers in companies like CRED, Meesho, Grab, IBM, Vogo and more.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I would like to personally invite you to experience our revolutionary way of learning tech.&nbsp;<a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&amp;utm_medium=SD-InMail&amp;utm_campaign=SD&li_fat_id=437ad1c8-5736-4f9d-82ca-24b4d8cb8136"" target=""_blank"">Start the fellowship program for free</a>, and earn an assured scholarship after the free trial.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Happy learning!</p><p class=""spinmail-quill-editor__spin-break"">Rathina</p><p class=""spinmail-quill-editor__spin-break"">Co-Founder Crio.Do</p>",INBOX
2-ZDEwMzQxYzktOGUxZS00YTE2LTk2ODItM2EyZjE3YzM5MTQzXzAxMw==,,Aditi W,https://www.linkedin.com/in/aditi-w-9b5abb21a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-29 10:44:29 UTC,,"Hello Aditi From Pragmatic, We are having Different openings into our company as Jr. / Sr. Odoo Developer If Interested send me your resume i will get back to you . Location Gujarat  Regards, Aditi",INBOX
2-YjYwYmJjZDEtZDRjNi00Yzc4LWE0YWQtNDIzZTg5YjZkNDIxXzAxMw==,,Dimpal Ahir,https://www.linkedin.com/in/dimpal-ahir-9431a9205,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-24 13:00:41 UTC,,"Hello,  I have an exciting job opportunity for Odoo Developer.  Location: Ahmedabad ( WFO Only)  Odoo Version: 10 to 17    Experience: 2-4 years   If interested or know someone suitable, please let me know. Excited about the potential to work together.  Thanks,  Dimpal Ahir.",INBOX
2-ZjgyNjkzMjQtM2UyNC00YWQ3LWE0NDUtNGM0ZGM4NmQxYmI0XzAxMw==,,Ankur Thakker,https://www.linkedin.com/in/ankur-thakker-62006a2a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-22 09:30:35 UTC,,"Hi,  We are the HR consultants and we have following opening with our client.  Position: Odoo Developer  Experience required: 1 to 4 years  Location: Ahmedabad (In-office)  Candidate must join within 15 days  Let's discuss at your convenience.  Regards, Ankur jobs@credenthr.com  ",INBOX
2-NmMzNGMwZTAtZDYyNS00MDg0LWE5ZTctNTllMWFhYTVmM2I0XzAxMA==,,Vekariya Harsh,https://www.linkedin.com/in/vekariya-harsh-197ab320a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-18 12:47:40 UTC,,"Okay, thanks",INBOX
2-NmMzNGMwZTAtZDYyNS00MDg0LWE5ZTctNTllMWFhYTVmM2I0XzAxMA==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vekariya Harsh,https://www.linkedin.com/in/vekariya-harsh-197ab320a,2024-01-18 12:47:35 UTC,,Not at the moment,INBOX
2-NmMzNGMwZTAtZDYyNS00MDg0LWE5ZTctNTllMWFhYTVmM2I0XzAxMA==,,Vekariya Harsh,https://www.linkedin.com/in/vekariya-harsh-197ab320a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-01-18 12:45:51 UTC,,any vacancy for python developer in your company ?,INBOX
